Total_Score,Discomfort_Avg,Temp_Std,Total_Energy_MJ,Strategy_Cost,Raw_Total_Solar_MJ,overhang_depth,Latitude,WeatherFile,ShadingType,FacadeAzimuth,W_w_comfort_dev,W_w_temp_var,W_w_energy,W_w_cost,W_w_light_quality,W_target_temp_min,W_target_temp_max,W_scale_temp,W_scale_energy,W_scale_cost,W_scale_light,Base_window_ratio,Base_wall_area,fin_depth,window_ratio,u_window,tau_window,tau_visible,k_const_absorb,layer_thickness,k_wall,rho_wall,c_wall,ventilation_rate,night_vent_rate,night_cooling,c_room_light,room_depth
39.32606638349037,31.658186376850516,15.722701283499477,36.5328252722361,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,4.0,,,,
174.2972685448995,146.05710569890869,56.84086421328094,168.54656987453066,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.2,,,,
182.6704183690527,153.28574290510826,59.12822111268352,176.88825239755673,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.15,,,,
188.09212339437886,157.9703245840143,60.60138662543401,182.29415284655198,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.12,,,,
184.44258673189302,154.81665333024247,59.610383660950646,178.6548881234039,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.14,,,,
177.55260959585047,148.86653060832379,57.73204809389456,171.78858216510778,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.18,,,,
107.46359112660338,88.77679196053228,37.74735688865409,102.44639381159756,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.88,,,,
106.26884497301376,87.76184971799391,37.387983310592986,101.27517360439137,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.9,,,,
86.96967370374493,71.42358030830381,31.469950389512814,82.42118321815155,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,1.3,,,,
83.20098450191362,68.2463654001798,30.287735088810905,78.75474965467636,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,1.4,,,,
79.74829157608441,65.33966391142417,29.196423068112797,75.4004824094463,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,1.5,,,,
63.88699690367296,52.041136438363395,24.073957908910955,60.05428491196057,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,2.1,,,,
